year,state,diabetes_prevalence,ci_low,ci_high,state_fips,inactivity_prevalence,obesity_prevalence,smoking_prevalence
2022,MD,10.5,9.8,11.2,24.0,32.3,59.2,11.4
2022,MA,9.2,8.4,10,25.0,36.3,53.4,15.9
2022,MI,10.0,9.3,10.7,26.0,36.7,61.3,19.3
2022,MN,9.0,8.4,9.6,27.0,33.7,60.4,18.3
2022,MS,13.7,12.4,15,28.0,49.0,61.5,22.0
2022,MO,10.1,9.3,11,29.0,40.0,64.6,19.4
2022,MT,7.1,6.5,7.8,30.0,36.1,61.6,14.3
2022,NE,9.7,8.9,10.5,31.0,33.5,57.7,15.5
2022,NV,8.8,7.7,10.1,32.0,35.0,53.1,11.6
2022,NH,8.1,7.3,9,33.0,36.2,60.5,13.1
2022,NJ,9.5,8.6,10.4,34.0,33.9,47.2,13.0
2022,NM,11.0,9.9,12.2,35.0,30.8,56.3,14.3
2022,NY,9.9,9.3,10.6,36.0,40.9,52.3,15.9
2022,NC,10.6,9.5,11.7,37.0,31.4,57.0,18.7
2022,ND,8.9,8,9.8,38.0,36.0,58.8,19.0
2022,OH,11.3,10.6,12,39.0,40.2,64.2,21.8
2022,OK,12.1,11.2,13,40.0,44.1,60.1,15.8
2022,OR,9.0,8.1,9.9,41.0,35.9,60.0,14.0
2022,PA,10.0,8.8,11.5,42.0,32.1,54.2,22.9
2022,RI,10.0,9.1,11,44.0,34.7,58.0,15.4
2022,SC,11.0,10.2,11.8,45.0,41.9,56.5,23.0
2022,SD,8.0,6.7,9.6,46.0,42.8,66.9,18.1
2022,TN,13.0,12,14.1,47.0,40.4,64.1,20.2
2022,TX,13.2,12.2,14.3,48.0,37.0,56.6,15.8
2022,UT,8.9,8.3,9.6,49.0,31.9,63.5,7.7
2022,VT,7.0,6.2,7.8,50.0,35.3,59.1,20.2
2022,VA,11.3,10.6,12.1,51.0,34.9,56.8,17.0
2022,WA,8.8,8.4,9.2,53.0,29.8,60.1,13.7
2022,WV,14.4,13.4,15.5,54.0,44.6,66.9,22.7
2022,WI,8.8,8.2,9.4,55.0,35.3,69.4,15.9
2022,WY,8.1,7.3,8.9,56.0,38.6,67.9,18.4
2023,AL,13.7,12.5,15,1.0,40.9,60.1,15.0
2023,AK,8.3,7.4,9.2,2.0,35.9,61.5,17.8
2023,AZ,9.8,9.1,10.6,4.0,35.8,55.7,12.5
2023,AR,13.0,11.8,14.2,5.0,49.4,62.8,20.6
2023,CA,10.5,9.7,11.3,6.0,35.2,47.6,11.4
2023,CO,8.0,7.3,8.7,8.0,28.3,55.4,13.7
2023,CT,8.3,7.5,9.2,9.0,42.0,54.1,13.8
2023,DE,11.1,9.8,12.5,10.0,37.2,57.1,17.1
2023,DC,8.2,7.1,9.4,11.0,32.6,62.0,14.2
2023,FL,10.0,9,11,12.0,37.3,53.9,12.0
2023,GA,11.4,10.6,12.2,13.0,35.7,58.7,15.7
2023,HI,9.5,8.6,10.5,15.0,31.8,46.8,12.7
2023,ID,8.7,7.9,9.6,16.0,36.5,57.3,9.1
2023,IL,10.8,9.8,12,17.0,30.1,59.9,10.8
2023,IN,11.5,10.9,12.2,18.0,36.0,63.2,18.2
2023,IA,9.8,9.1,10.5,19.0,37.2,66.5,17.7
2023,KS,10.3,9.6,11.1,20.0,41.5,65.1,17.0
2023,KY,,No Data,No Data,21.0,,,
2023,LA,14.5,13.3,15.7,22.0,44.4,66.2,15.0
2023,ME,8.9,8.3,9.6,23.0,39.3,60.0,18.7
2023,MD,10.8,10.1,11.6,24.0,31.2,55.4,14.4
2023,MA,8.5,7.8,9.4,25.0,37.7,51.8,14.8
2023,MI,10.7,9.9,11.6,26.0,39.6,61.0,14.4
2023,MN,9.3,8.6,10,27.0,40.0,61.6,16.5
2023,MS,14.7,13.4,16.2,28.0,49.6,63.3,13.0
2023,MO,10.6,9.8,11.6,29.0,41.0,64.1,16.6
2023,MT,7.9,7.2,8.7,30.0,30.5,58.9,16.1
2023,NE,9.6,8.9,10.2,31.0,35.9,62.2,13.1
2023,NV,10.6,8.8,12.8,32.0,32.7,46.4,14.2
2023,NH,7.9,7.1,8.8,33.0,40.9,65.5,11.7
2023,NJ,9.1,8.3,9.9,34.0,35.4,53.7,9.8
2023,NM,10.7,9.1,12.5,35.0,37.7,56.5,12.6
2023,NY,9.3,8.8,10,36.0,39.0,52.3,11.8
2023,NC,10.8,9.6,12.1,37.0,37.0,58.1,17.3
2023,ND,8.8,8,9.6,38.0,32.6,59.4,16.4
2023,OH,11.3,10.7,12,39.0,42.7,63.3,17.0
2023,OK,11.1,10.3,11.9,40.0,47.4,62.8,17.5
2023,OR,9.5,8.6,10.4,41.0,33.9,68.6,10.5
2023,PA,,No Data,No Data,42.0,,,
2023,RI,10.0,9,10.9,44.0,40.1,50.7,15.6
2023,SC,12.6,11.8,13.4,45.0,42.6,63.1,14.8
2023,SD,10.5,8.8,12.6,46.0,38.6,63.9,18.1
2023,TN,12.7,11.7,13.8,47.0,37.8,59.9,19.8
2023,TX,12.0,10.9,13.3,48.0,37.8,51.7,14.2
2023,UT,8.0,7.4,8.6,49.0,28.9,57.6,7.6
2023,VT,7.7,6.9,8.7,50.0,39.1,61.7,17.1
2023,VA,10.3,9.4,11.3,51.0,33.0,57.7,13.3
2023,WA,8.6,8.2,9,53.0,31.0,56.6,12.1
2023,WV,15.0,13.8,16.2,54.0,46.5,63.2,20.6
2023,WI,9.4,8.9,10,55.0,38.7,63.3,14.5
2023,WY,9.4,8.5,10.5,56.0,40.4,59.6,15.0
